x, y, z, t
0.000000, 1.000000, 0.000000, 0.468750
0.000000, 0.750000, 0.000000, 0.468750
0.250000, 1.000000, 0.000000, 0.468750
0.000000, 1.000000, 0.000000, 0.468750
0.000000, 0.000000, 0.000000, 0.468750
0.250000, 0.000000, 0.000000, 0.468750
0.000000, 0.250000, 0.000000, 0.468750
0.000000, 0.000000, 0.000000, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.250000, 0.000000, 0.000000, 0.468750
0.500000, 0.000000, 0.000000, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.500000, 0.000000, 0.000000, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.250000, 0.000000, 0.000000, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
1.000000, 0.000000, 0.000000, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
0.750000, 0.000000, 0.000000, 0.468750
1.000000, 0.000000, 0.000000, 0.468750
0.833333, 0.333333, 0.231686, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.833333, 0.333333, 0.231686, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
0.833333, 0.333333, 0.231686, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
1.000000, 0.500000, 0.000000, 0.468750
0.833333, 0.333333, 0.231686, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
1.000000, 0.500000, 0.000000, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.833333, 0.333333, 0.231686, 0.468750
1.000000, 0.500000, 0.000000, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
1.000000, 0.500000, 0.000000, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
1.000000, 1.000000, 0.000000, 0.468750
0.750000, 1.000000, 0.000000, 0.468750
1.000000, 0.750000, 0.000000, 0.468750
1.000000, 1.000000, 0.000000, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
1.000000, 0.750000, 0.000000, 0.468750
0.750000, 1.000000, 0.000000, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.500000, 1.000000, 0.000000, 0.468750
0.250000, 1.000000, 0.000000, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.000000, 0.750000, 0.000000, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.250000, 1.000000, 0.000000, 0.468750
0.000000, 0.750000, 0.000000, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.750000, 0.500000, 0.466678, 0.468750
1.000000, 0.750000, 0.000000, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
1.000000, 0.500000, 0.000000, 0.468750
1.000000, 0.750000, 0.000000, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
0.750000, 1.000000, 0.000000, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.833333, 0.666667, 0.247399, 0.468750
0.750000, 1.000000, 0.000000, 0.468750
0.500000, 1.000000, 0.000000, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.750000, 1.000000, 0.000000, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.666667, 0.833333, 0.191361, 0.468750
0.500000, 1.000000, 0.000000, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.000000, 0.250000, 0.000000, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
0.000000, 0.250000, 0.000000, 0.468750
0.000000, 0.250000, 0.000000, 0.468750
0.250000, 0.000000, 0.000000, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.000000, 0.250000, 0.000000, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.750000, 0.000000, 0.000000, 0.468750
1.000000, 0.250000, 0.000000, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.333333, 0.166667, 0.192955, 0.468750
0.500000, 0.000000, 0.000000, 0.468750
0.750000, 0.000000, 0.000000, 0.468750
0.666667, 0.166667, 0.209976, 0.468750
0.500000, 0.000000, 0.000000, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.500000, 0.500000, 0.752831, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.250000, 1.000000, 0.000000, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.333333, 0.833333, 0.191988, 0.468750
0.250000, 1.000000, 0.000000, 0.468750
0.000000, 0.750000, 0.000000, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
0.166667, 0.666667, 0.250018, 0.468750
0.000000, 0.750000, 0.000000, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
0.166667, 0.333333, 0.250285, 0.468750
0.250000, 0.500000, 0.474311, 0.468750
0.000000, 0.500000, 0.000000, 0.468750
