x, y, z, t
0.031250, 1.000000, 0.000000, 0.375000
0.000000, 1.000000, 0.000000, 0.375000
0.000000, 0.968750, 0.000000, 0.375000
0.031250, 1.000000, 0.000000, 0.375000
0.031250, 1.000000, 0.000000, 0.375000
0.000000, 0.968750, 0.000000, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.031250, 1.000000, 0.000000, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.023437, 0.929687, 0.006043, 0.375000
0.000000, 0.906250, 0.000000, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.097656, 0.929687, 0.024882, 0.375000
0.083333, 0.958333, 0.012684, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.097656, 0.929687, 0.024882, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.000000, 0.968750, 0.000000, 0.375000
0.031250, 0.953125, 0.005285, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.031250, 1.000000, 0.000000, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.062500, 1.000000, 0.000000, 0.375000
0.031250, 1.000000, 0.000000, 0.375000
0.000000, 0.968750, 0.000000, 0.375000
0.000000, 0.937500, 0.000000, 0.375000
0.031250, 0.953125, 0.005285, 0.375000
0.000000, 0.968750, 0.000000, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.000000, 0.906250, 0.000000, 0.375000
0.000000, 0.875000, 0.000000, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.039062, 0.859375, 0.019658, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.000000, 0.875000, 0.000000, 0.375000
0.039062, 0.859375, 0.019658, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.023437, 0.929687, 0.006043, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.078125, 0.906250, 0.026551, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.078125, 0.906250, 0.026551, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.031250, 0.953125, 0.005285, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.104167, 0.979167, 0.007862, 0.375000
0.093750, 1.000000, 0.000000, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.031250, 0.953125, 0.005285, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.031250, 0.953125, 0.005285, 0.375000
0.097656, 0.929687, 0.024882, 0.375000
0.111607, 0.955357, 0.018041, 0.375000
0.083333, 0.958333, 0.012684, 0.375000
0.097656, 0.929687, 0.024882, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.083333, 0.958333, 0.012684, 0.375000
0.104167, 0.979167, 0.007862, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.062500, 1.000000, 0.000000, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.070312, 0.976562, 0.006222, 0.375000
0.041667, 0.979167, 0.002968, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.020833, 0.895833, 0.007812, 0.375000
0.236328, 0.892578, 0.084336, 0.375000
0.242647, 0.867647, 0.104969, 0.375000
0.270833, 0.887153, 0.098302, 0.375000
0.236328, 0.892578, 0.084336, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.236328, 0.892578, 0.084336, 0.375000
0.257812, 0.906250, 0.079208, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.200893, 0.888393, 0.076243, 0.375000
0.236328, 0.892578, 0.084336, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.208333, 0.953125, 0.033524, 0.375000
0.187500, 0.929687, 0.045730, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.208333, 0.953125, 0.033524, 0.375000
0.218750, 1.000000, 0.000000, 0.375000
0.196875, 0.978125, 0.014924, 0.375000
0.229167, 0.976562, 0.018098, 0.375000
0.218750, 1.000000, 0.000000, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.171875, 0.828125, 0.099535, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.187500, 0.929687, 0.045730, 0.375000
0.200893, 0.888393, 0.076243, 0.375000
0.223214, 0.910714, 0.067322, 0.375000
0.214844, 0.859375, 0.100606, 0.375000
0.236328, 0.892578, 0.084336, 0.375000
0.200893, 0.888393, 0.076243, 0.375000
0.214844, 0.859375, 0.100606, 0.375000
0.257812, 0.906250, 0.079208, 0.375000
0.279297, 0.929687, 0.063495, 0.375000
0.245536, 0.933036, 0.054877, 0.375000
0.257812, 0.906250, 0.079208, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.125000, 0.859375, 0.061608, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.173077, 0.891827, 0.065052, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.173077, 0.891827, 0.065052, 0.375000
0.136364, 0.900568, 0.048033, 0.375000
0.113636, 0.880682, 0.048145, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.136364, 0.900568, 0.048033, 0.375000
0.225694, 0.819444, 0.131757, 0.375000
0.240625, 0.803125, 0.149751, 0.375000
0.262500, 0.825000, 0.144516, 0.375000
0.225694, 0.819444, 0.131757, 0.375000
0.193359, 0.835937, 0.105907, 0.375000
0.225694, 0.819444, 0.131757, 0.375000
0.214844, 0.859375, 0.100606, 0.375000
0.193359, 0.835937, 0.105907, 0.375000
0.193359, 0.835937, 0.105907, 0.375000
0.203125, 0.796875, 0.133620, 0.375000
0.225694, 0.819444, 0.131757, 0.375000
0.193359, 0.835937, 0.105907, 0.375000
0.045455, 0.821023, 0.028503, 0.375000
0.023437, 0.835937, 0.013553, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.045455, 0.821023, 0.028503, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.214844, 0.859375, 0.100606, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.193359, 0.835937, 0.105907, 0.375000
0.214844, 0.859375, 0.100606, 0.375000
0.125000, 0.859375, 0.061608, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.125000, 0.859375, 0.061608, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.156250, 0.843750, 0.083699, 0.375000
0.178571, 0.866071, 0.081845, 0.375000
0.113636, 0.880682, 0.048145, 0.375000
0.090909, 0.860795, 0.044767, 0.375000
0.125000, 0.859375, 0.061608, 0.375000
0.113636, 0.880682, 0.048145, 0.375000
0.084517, 0.883523, 0.035345, 0.375000
0.090909, 0.860795, 0.044767, 0.375000
0.113636, 0.880682, 0.048145, 0.375000
0.084517, 0.883523, 0.035345, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.084517, 0.883523, 0.035345, 0.375000
0.078125, 0.906250, 0.026551, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.090909, 0.860795, 0.044767, 0.375000
0.084517, 0.883523, 0.035345, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.090909, 0.860795, 0.044767, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.023437, 0.835937, 0.013553, 0.375000
0.000000, 0.812500, 0.000000, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.022727, 0.772727, 0.017592, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.022727, 0.772727, 0.017592, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.130917, 0.771542, 0.098982, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.022727, 0.772727, 0.017592, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.085937, 0.742187, 0.072578, 0.375000
0.125000, 0.729167, 0.108363, 0.375000
0.107422, 0.763672, 0.084123, 0.375000
0.085937, 0.742187, 0.072578, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.064453, 0.720703, 0.058075, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.021484, 0.677734, 0.021512, 0.375000
0.000000, 0.687500, 0.000000, 0.375000
0.000000, 0.656250, 0.000000, 0.375000
0.021484, 0.677734, 0.021512, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.042969, 0.699219, 0.041025, 0.375000
0.044118, 0.669118, 0.044826, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.090278, 0.684028, 0.088142, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.067708, 0.661458, 0.069452, 0.375000
0.090278, 0.684028, 0.088142, 0.375000
0.090278, 0.684028, 0.088142, 0.375000
0.104167, 0.706597, 0.096476, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.090278, 0.684028, 0.088142, 0.375000
0.064453, 0.720703, 0.058075, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.042969, 0.699219, 0.041025, 0.375000
0.064453, 0.720703, 0.058075, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.176471, 0.801471, 0.115822, 0.375000
0.171875, 0.828125, 0.099535, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.154412, 0.779412, 0.111955, 0.375000
0.176471, 0.801471, 0.115822, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.154412, 0.779412, 0.111955, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.107422, 0.763672, 0.084123, 0.375000
0.130917, 0.771542, 0.098982, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.137500, 0.812500, 0.087471, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.145833, 0.751736, 0.117106, 0.375000
0.153125, 0.715625, 0.135854, 0.375000
0.187500, 0.732143, 0.156021, 0.375000
0.145833, 0.751736, 0.117106, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.090909, 0.860795, 0.044767, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.045455, 0.821023, 0.028503, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.022727, 0.772727, 0.017592, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.107422, 0.763672, 0.084123, 0.375000
0.114583, 0.791667, 0.080644, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.064904, 0.783654, 0.047907, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.085937, 0.742187, 0.072578, 0.375000
0.089286, 0.776786, 0.067104, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.023437, 0.835937, 0.013553, 0.375000
0.039062, 0.859375, 0.019658, 0.375000
0.000000, 0.843750, 0.000000, 0.375000
0.023437, 0.835937, 0.013553, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.058594, 0.882812, 0.024669, 0.375000
0.039062, 0.859375, 0.019658, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.045455, 0.821023, 0.028503, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.045455, 0.821023, 0.028503, 0.375000
0.045455, 0.795455, 0.032107, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.125000, 0.859375, 0.061608, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.068182, 0.840909, 0.038316, 0.375000
0.068182, 0.818182, 0.043181, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.120192, 0.826923, 0.071788, 0.375000
0.094187, 0.833916, 0.054775, 0.375000
0.096154, 0.805288, 0.064348, 0.375000
0.078125, 0.906250, 0.026551, 0.375000
0.062500, 0.937500, 0.014171, 0.375000
0.041667, 0.916667, 0.012601, 0.375000
0.078125, 0.906250, 0.026551, 0.375000
0.000000, 0.812500, 0.000000, 0.375000
0.000000, 0.781250, 0.000000, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.000000, 0.812500, 0.000000, 0.375000
0.111607, 0.955357, 0.018041, 0.375000
0.133929, 0.977679, 0.010740, 0.375000
0.104167, 0.979167, 0.007862, 0.375000
0.111607, 0.955357, 0.018041, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.000000, 0.781250, 0.000000, 0.375000
0.022727, 0.772727, 0.017592, 0.375000
0.021875, 0.803125, 0.014943, 0.375000
0.173077, 0.891827, 0.065052, 0.375000
0.136364, 0.900568, 0.048033, 0.375000
0.151442, 0.870192, 0.068420, 0.375000
0.173077, 0.891827, 0.065052, 0.375000
0.208333, 0.953125, 0.033524, 0.375000
0.196875, 0.978125, 0.014924, 0.375000
0.175000, 0.956250, 0.026960, 0.375000
0.208333, 0.953125, 0.033524, 0.375000
0.125000, 0.927083, 0.032710, 0.375000
0.097656, 0.929687, 0.024882, 0.375000
0.104167, 0.902778, 0.036368, 0.375000
0.125000, 0.927083, 0.032710, 0.375000
0.159091, 0.920455, 0.044576, 0.375000
0.125000, 0.927083, 0.032710, 0.375000
0.136364, 0.900568, 0.048033, 0.375000
0.159091, 0.920455, 0.044576, 0.375000
0.140625, 0.953125, 0.023506, 0.375000
0.111607, 0.955357, 0.018041, 0.375000
0.125000, 0.927083, 0.032710, 0.375000
0.140625, 0.953125, 0.023506, 0.375000
0.133929, 0.977679, 0.010740, 0.375000
0.156250, 1.000000, 0.000000, 0.375000
0.125000, 1.000000, 0.000000, 0.375000
0.133929, 0.977679, 0.010740, 0.375000
0.022321, 0.709821, 0.020832, 0.375000
0.000000, 0.718750, 0.000000, 0.375000
0.000000, 0.687500, 0.000000, 0.375000
0.022321, 0.709821, 0.020832, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.022321, 0.709821, 0.020832, 0.375000
0.042969, 0.699219, 0.041025, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.000000, 0.718750, 0.000000, 0.375000
0.022321, 0.709821, 0.020832, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.043269, 0.762019, 0.034630, 0.375000
0.044643, 0.732143, 0.039188, 0.375000
0.066964, 0.754464, 0.054729, 0.375000
0.000000, 0.750000, 0.000000, 0.375000
0.000000, 0.718750, 0.000000, 0.375000
0.024038, 0.740385, 0.020653, 0.375000
0.000000, 0.750000, 0.000000, 0.375000
0.044118, 0.669118, 0.044826, 0.375000
0.045139, 0.638889, 0.048202, 0.375000
0.067708, 0.661458, 0.069452, 0.375000
0.044118, 0.669118, 0.044826, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.044118, 0.669118, 0.044826, 0.375000
0.067708, 0.661458, 0.069452, 0.375000
0.066176, 0.691176, 0.064143, 0.375000
0.021484, 0.677734, 0.021512, 0.375000
0.022059, 0.647059, 0.023324, 0.375000
