x, y, z, t
0.000000, 1.000000, 0.000000, 0.968750
0.000000, 0.750000, 0.000000, 0.968750
0.250000, 1.000000, 0.000000, 0.968750
0.000000, 1.000000, 0.000000, 0.968750
0.000000, 0.000000, 0.000000, 0.968750
0.250000, 0.000000, 0.000000, 0.968750
0.000000, 0.250000, 0.000000, 0.968750
0.000000, 0.000000, 0.000000, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.250000, 0.000000, 0.000000, 0.968750
0.500000, 0.000000, 0.000000, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.500000, 0.000000, 0.000000, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.250000, 0.000000, 0.000000, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
1.000000, 0.000000, 0.000000, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
0.750000, 0.000000, 0.000000, 0.968750
1.000000, 0.000000, 0.000000, 0.968750
0.833333, 0.333333, 0.490346, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.833333, 0.333333, 0.490346, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
0.833333, 0.333333, 0.490346, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
1.000000, 0.500000, 0.000000, 0.968750
0.833333, 0.333333, 0.490346, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
1.000000, 0.500000, 0.000000, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.833333, 0.333333, 0.490346, 0.968750
1.000000, 0.500000, 0.000000, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
1.000000, 0.500000, 0.000000, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
1.000000, 1.000000, 0.000000, 0.968750
0.750000, 1.000000, 0.000000, 0.968750
1.000000, 0.750000, 0.000000, 0.968750
1.000000, 1.000000, 0.000000, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
1.000000, 0.750000, 0.000000, 0.968750
0.750000, 1.000000, 0.000000, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.500000, 1.000000, 0.000000, 0.968750
0.250000, 1.000000, 0.000000, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.000000, 0.750000, 0.000000, 0.968750
0.166667, 0.666667, 0.529494, 0.968750
0.250000, 1.000000, 0.000000, 0.968750
0.000000, 0.750000, 0.000000, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.750000, 0.500000, 0.993519, 0.968750
1.000000, 0.750000, 0.000000, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
1.000000, 0.500000, 0.000000, 0.968750
1.000000, 0.750000, 0.000000, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
0.750000, 1.000000, 0.000000, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.833333, 0.666667, 0.523664, 0.968750
0.750000, 1.000000, 0.000000, 0.968750
0.500000, 1.000000, 0.000000, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.750000, 1.000000, 0.000000, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.666667, 0.833333, 0.400931, 0.968750
0.500000, 1.000000, 0.000000, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.000000, 0.250000, 0.000000, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.000000, 0.500000, 0.000000, 0.968750
0.000000, 0.250000, 0.000000, 0.968750
0.000000, 0.250000, 0.000000, 0.968750
0.250000, 0.000000, 0.000000, 0.968750
0.166667, 0.333333, 0.530088, 0.968750
0.000000, 0.250000, 0.000000, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.750000, 0.000000, 0.000000, 0.968750
1.000000, 0.250000, 0.000000, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.333333, 0.166667, 0.404487, 0.968750
0.500000, 0.000000, 0.000000, 0.968750
0.750000, 0.000000, 0.000000, 0.968750
0.666667, 0.166667, 0.440470, 0.968750
0.500000, 0.000000, 0.000000, 0.968750
0.000000, 0.500000, 0.000000, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.166667, 0.666667, 0.529494, 0.968750
0.000000, 0.500000, 0.000000, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.500000, 0.500000, 1.610438, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.166667, 0.666667, 0.529494, 0.968750
0.250000, 0.500000, 1.010233, 0.968750
0.333333, 0.833333, 0.402371, 0.968750
0.166667, 0.666667, 0.529494, 0.968750
0.250000, 1.000000, 0.000000, 0.968750
