x, y, z, t
0.000000, 1.000000, 0.000000, 0.312500
0.000000, 0.750000, 0.000000, 0.312500
0.250000, 1.000000, 0.000000, 0.312500
0.000000, 1.000000, 0.000000, 0.312500
0.000000, 0.000000, 0.000000, 0.312500
0.250000, 0.000000, 0.000000, 0.312500
0.000000, 0.250000, 0.000000, 0.312500
0.000000, 0.000000, 0.000000, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.250000, 0.000000, 0.000000, 0.312500
0.500000, 0.000000, 0.000000, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.500000, 0.000000, 0.000000, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.250000, 0.000000, 0.000000, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
1.000000, 0.000000, 0.000000, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
0.750000, 0.000000, 0.000000, 0.312500
1.000000, 0.000000, 0.000000, 0.312500
0.833333, 0.333333, 0.151176, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.833333, 0.333333, 0.151176, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
0.833333, 0.333333, 0.151176, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
1.000000, 0.500000, 0.000000, 0.312500
0.833333, 0.333333, 0.151176, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
1.000000, 0.500000, 0.000000, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.833333, 0.333333, 0.151176, 0.312500
1.000000, 0.500000, 0.000000, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
1.000000, 0.500000, 0.000000, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
1.000000, 1.000000, 0.000000, 0.312500
0.750000, 1.000000, 0.000000, 0.312500
1.000000, 0.750000, 0.000000, 0.312500
1.000000, 1.000000, 0.000000, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
1.000000, 0.750000, 0.000000, 0.312500
0.750000, 1.000000, 0.000000, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.500000, 1.000000, 0.000000, 0.312500
0.250000, 1.000000, 0.000000, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.000000, 0.750000, 0.000000, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.250000, 1.000000, 0.000000, 0.312500
0.000000, 0.750000, 0.000000, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.750000, 0.500000, 0.302770, 0.312500
1.000000, 0.750000, 0.000000, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
1.000000, 0.500000, 0.000000, 0.312500
1.000000, 0.750000, 0.000000, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
0.750000, 1.000000, 0.000000, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.833333, 0.666667, 0.161412, 0.312500
0.750000, 1.000000, 0.000000, 0.312500
0.500000, 1.000000, 0.000000, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.750000, 1.000000, 0.000000, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.666667, 0.833333, 0.126083, 0.312500
0.500000, 1.000000, 0.000000, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.000000, 0.250000, 0.000000, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
0.000000, 0.250000, 0.000000, 0.312500
0.000000, 0.250000, 0.000000, 0.312500
0.250000, 0.000000, 0.000000, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.000000, 0.250000, 0.000000, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.750000, 0.000000, 0.000000, 0.312500
1.000000, 0.250000, 0.000000, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.333333, 0.166667, 0.127068, 0.312500
0.500000, 0.000000, 0.000000, 0.312500
0.750000, 0.000000, 0.000000, 0.312500
0.666667, 0.166667, 0.138178, 0.312500
0.500000, 0.000000, 0.000000, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.500000, 0.500000, 0.486117, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.250000, 1.000000, 0.000000, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.333333, 0.833333, 0.126457, 0.312500
0.250000, 1.000000, 0.000000, 0.312500
0.000000, 0.750000, 0.000000, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
0.166667, 0.666667, 0.163034, 0.312500
0.000000, 0.750000, 0.000000, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
0.166667, 0.333333, 0.163201, 0.312500
0.250000, 0.500000, 0.307584, 0.312500
0.000000, 0.500000, 0.000000, 0.312500
