0.031250	 1.000000	 0.000000	 0.000000
0.000000	 1.000000	 0.000000	 0.000000
0.000000	 0.968750	 0.000000	 0.000000
0.031250	 1.000000	 0.000000	 0.000000


0.031250	 1.000000	 0.000000	 0.000000
0.000000	 0.968750	 0.000000	 0.000000
0.041667	 0.979167	 0.004205	 0.004535
0.031250	 1.000000	 0.000000	 0.000000


0.020833	 0.895833	 0.011069	 0.011169
0.023437	 0.929687	 0.008562	 0.008563
0.000000	 0.906250	 0.000000	 0.000000
0.020833	 0.895833	 0.011069	 0.011169


0.097656	 0.929687	 0.035257	 0.035153
0.083333	 0.958333	 0.017972	 0.017947
0.062500	 0.937500	 0.020080	 0.020219
0.097656	 0.929687	 0.035257	 0.035153


0.041667	 0.979167	 0.004205	 0.004535
0.000000	 0.968750	 0.000000	 0.000000
0.031250	 0.953125	 0.007489	 0.007640
0.041667	 0.979167	 0.004205	 0.004535


0.031250	 1.000000	 0.000000	 0.000000
0.041667	 0.979167	 0.004205	 0.004535
0.062500	 1.000000	 0.000000	 0.000000
0.031250	 1.000000	 0.000000	 0.000000


0.000000	 0.968750	 0.000000	 0.000000
0.000000	 0.937500	 0.000000	 0.000000
0.031250	 0.953125	 0.007489	 0.007640
0.000000	 0.968750	 0.000000	 0.000000


0.020833	 0.895833	 0.011069	 0.011169
0.000000	 0.906250	 0.000000	 0.000000
0.000000	 0.875000	 0.000000	 0.000000
0.020833	 0.895833	 0.011069	 0.011169


0.039062	 0.859375	 0.027854	 0.027804
0.020833	 0.895833	 0.011069	 0.011169
0.000000	 0.875000	 0.000000	 0.000000
0.039062	 0.859375	 0.027854	 0.027804


0.041667	 0.916667	 0.017855	 0.017947
0.023437	 0.929687	 0.008562	 0.008563
0.020833	 0.895833	 0.011069	 0.011169
0.041667	 0.916667	 0.017855	 0.017947


0.078125	 0.906250	 0.037622	 0.037471
0.041667	 0.916667	 0.017855	 0.017947
0.058594	 0.882812	 0.034954	 0.034996
0.078125	 0.906250	 0.037622	 0.037471


0.062500	 0.937500	 0.020080	 0.020219
0.031250	 0.953125	 0.007489	 0.007640
0.041667	 0.916667	 0.017855	 0.017947
0.062500	 0.937500	 0.020080	 0.020219


0.070312	 0.976562	 0.008816	 0.008563
0.104167	 0.979167	 0.011140	 0.011169
0.093750	 1.000000	 0.000000	 0.000000
0.070312	 0.976562	 0.008816	 0.008563


0.031250	 0.953125	 0.007489	 0.007640
0.062500	 0.937500	 0.020080	 0.020219
0.041667	 0.979167	 0.004205	 0.004535
0.031250	 0.953125	 0.007489	 0.007640


0.097656	 0.929687	 0.035257	 0.035153
0.111607	 0.955357	 0.025562	 0.025508
0.083333	 0.958333	 0.017972	 0.017947
0.097656	 0.929687	 0.035257	 0.035153


0.070312	 0.976562	 0.008816	 0.008563
0.083333	 0.958333	 0.017972	 0.017947
0.104167	 0.979167	 0.011140	 0.011169
0.070312	 0.976562	 0.008816	 0.008563


0.041667	 0.979167	 0.004205	 0.004535
0.070312	 0.976562	 0.008816	 0.008563
0.062500	 1.000000	 0.000000	 0.000000
0.041667	 0.979167	 0.004205	 0.004535


0.041667	 0.979167	 0.004205	 0.004535
0.062500	 0.937500	 0.020080	 0.020219
0.070312	 0.976562	 0.008816	 0.008563
0.041667	 0.979167	 0.004205	 0.004535


0.020833	 0.895833	 0.011069	 0.011169
0.058594	 0.882812	 0.034954	 0.034996
0.041667	 0.916667	 0.017855	 0.017947
0.020833	 0.895833	 0.011069	 0.011169


0.236328	 0.892578	 0.119500	 0.118925
0.242647	 0.867647	 0.148736	 0.148188
0.270833	 0.887153	 0.139289	 0.138653
0.236328	 0.892578	 0.119500	 0.118925


0.223214	 0.910714	 0.095392	 0.094885
0.236328	 0.892578	 0.119500	 0.118925
0.257812	 0.906250	 0.112234	 0.111689
0.223214	 0.910714	 0.095392	 0.094885


0.223214	 0.910714	 0.095392	 0.094885
0.200893	 0.888393	 0.108032	 0.107670
0.236328	 0.892578	 0.119500	 0.118925
0.223214	 0.910714	 0.095392	 0.094885


0.208333	 0.953125	 0.047501	 0.047453
0.187500	 0.929687	 0.064797	 0.064667
0.223214	 0.910714	 0.095392	 0.094885
0.208333	 0.953125	 0.047501	 0.047453


0.218750	 1.000000	 0.000000	 0.000000
0.196875	 0.978125	 0.021146	 0.021152
0.229167	 0.976562	 0.025644	 0.025768
0.218750	 1.000000	 0.000000	 0.000000


0.178571	 0.866071	 0.115971	 0.115444
0.156250	 0.843750	 0.118598	 0.118052
0.171875	 0.828125	 0.141036	 0.140410
0.178571	 0.866071	 0.115971	 0.115444


0.223214	 0.910714	 0.095392	 0.094885
0.187500	 0.929687	 0.064797	 0.064667
0.200893	 0.888393	 0.108032	 0.107670
0.223214	 0.910714	 0.095392	 0.094885


0.214844	 0.859375	 0.142554	 0.141930
0.236328	 0.892578	 0.119500	 0.118925
0.200893	 0.888393	 0.108032	 0.107670
0.214844	 0.859375	 0.142554	 0.141930


0.257812	 0.906250	 0.112234	 0.111689
0.279297	 0.929687	 0.089969	 0.089522
0.245536	 0.933036	 0.077759	 0.077338
0.257812	 0.906250	 0.112234	 0.111689


0.151442	 0.870192	 0.096948	 0.096501
0.125000	 0.859375	 0.087296	 0.086922
0.156250	 0.843750	 0.118598	 0.118052
0.151442	 0.870192	 0.096948	 0.096501


0.173077	 0.891827	 0.092176	 0.091612
0.151442	 0.870192	 0.096948	 0.096501
0.178571	 0.866071	 0.115971	 0.115444
0.173077	 0.891827	 0.092176	 0.091612


0.136364	 0.900568	 0.068061	 0.067822
0.113636	 0.880682	 0.068219	 0.067973
0.151442	 0.870192	 0.096948	 0.096501
0.136364	 0.900568	 0.068061	 0.067822


0.225694	 0.819444	 0.186694	 0.185852
0.240625	 0.803125	 0.212190	 0.211299
0.262500	 0.825000	 0.204772	 0.203831
0.225694	 0.819444	 0.186694	 0.185852


0.193359	 0.835937	 0.150065	 0.149460
0.225694	 0.819444	 0.186694	 0.185852
0.214844	 0.859375	 0.142554	 0.141930
0.193359	 0.835937	 0.150065	 0.149460


0.193359	 0.835937	 0.150065	 0.149460
0.203125	 0.796875	 0.189333	 0.188518
0.225694	 0.819444	 0.186694	 0.185852
0.193359	 0.835937	 0.150065	 0.149460


0.045455	 0.821023	 0.040386	 0.040306
0.023437	 0.835937	 0.019205	 0.019263
0.021875	 0.803125	 0.021174	 0.021152
0.045455	 0.821023	 0.040386	 0.040306


0.045455	 0.795455	 0.045494	 0.045308
0.043269	 0.762019	 0.049069	 0.048949
0.064904	 0.783654	 0.067882	 0.067614
0.045455	 0.795455	 0.045494	 0.045308


0.156250	 0.843750	 0.118598	 0.118052
0.120192	 0.826923	 0.101719	 0.101328
0.137500	 0.812500	 0.123942	 0.123566
0.156250	 0.843750	 0.118598	 0.118052


0.214844	 0.859375	 0.142554	 0.141930
0.178571	 0.866071	 0.115971	 0.115444
0.193359	 0.835937	 0.150065	 0.149460
0.214844	 0.859375	 0.142554	 0.141930


0.125000	 0.859375	 0.087296	 0.086922
0.120192	 0.826923	 0.101719	 0.101328
0.156250	 0.843750	 0.118598	 0.118052
0.125000	 0.859375	 0.087296	 0.086922


0.178571	 0.866071	 0.115971	 0.115444
0.151442	 0.870192	 0.096948	 0.096501
0.156250	 0.843750	 0.118598	 0.118052
0.178571	 0.866071	 0.115971	 0.115444


0.113636	 0.880682	 0.068219	 0.067973
0.090909	 0.860795	 0.063433	 0.063388
0.125000	 0.859375	 0.087296	 0.086922
0.113636	 0.880682	 0.068219	 0.067973


0.084517	 0.883523	 0.050082	 0.049881
0.090909	 0.860795	 0.063433	 0.063388
0.113636	 0.880682	 0.068219	 0.067973
0.084517	 0.883523	 0.050082	 0.049881


0.058594	 0.882812	 0.034954	 0.034996
0.084517	 0.883523	 0.050082	 0.049881
0.078125	 0.906250	 0.037622	 0.037471
0.058594	 0.882812	 0.034954	 0.034996


0.058594	 0.882812	 0.034954	 0.034996
0.090909	 0.860795	 0.063433	 0.063388
0.084517	 0.883523	 0.050082	 0.049881
0.058594	 0.882812	 0.034954	 0.034996


0.068182	 0.840909	 0.054291	 0.054119
0.094187	 0.833916	 0.077613	 0.077210
0.090909	 0.860795	 0.063433	 0.063388
0.068182	 0.840909	 0.054291	 0.054119


0.021875	 0.803125	 0.021174	 0.021152
0.023437	 0.835937	 0.019205	 0.019263
0.000000	 0.812500	 0.000000	 0.000000
0.021875	 0.803125	 0.021174	 0.021152


0.022727	 0.772727	 0.024927	 0.024819
0.043269	 0.762019	 0.049069	 0.048949
0.045455	 0.795455	 0.045494	 0.045308
0.022727	 0.772727	 0.024927	 0.024819


0.137500	 0.812500	 0.123942	 0.123566
0.114583	 0.791667	 0.114268	 0.113919
0.130917	 0.771542	 0.140253	 0.139682
0.137500	 0.812500	 0.123942	 0.123566


0.064904	 0.783654	 0.067882	 0.067614
0.066964	 0.754464	 0.077548	 0.077338
0.089286	 0.776786	 0.095083	 0.094885
0.064904	 0.783654	 0.067882	 0.067614


0.024038	 0.740385	 0.029264	 0.029185
0.043269	 0.762019	 0.049069	 0.048949
0.022727	 0.772727	 0.024927	 0.024819
0.024038	 0.740385	 0.029264	 0.029185


0.024038	 0.740385	 0.029264	 0.029185
0.044643	 0.732143	 0.055528	 0.055374
0.043269	 0.762019	 0.049069	 0.048949
0.024038	 0.740385	 0.029264	 0.029185


0.085937	 0.742187	 0.102839	 0.102619
0.125000	 0.729167	 0.153546	 0.152849
0.107422	 0.763672	 0.119198	 0.118925
0.085937	 0.742187	 0.102839	 0.102619


0.044643	 0.732143	 0.055528	 0.055374
0.064453	 0.720703	 0.082289	 0.082169
0.066964	 0.754464	 0.077548	 0.077338
0.044643	 0.732143	 0.055528	 0.055374


0.021484	 0.677734	 0.030481	 0.030388
0.000000	 0.687500	 0.000000	 0.000000
0.000000	 0.656250	 0.000000	 0.000000
0.021484	 0.677734	 0.030481	 0.030388


0.066176	 0.691176	 0.090887	 0.090463
0.042969	 0.699219	 0.058130	 0.057944
0.044118	 0.669118	 0.063517	 0.063278
0.066176	 0.691176	 0.090887	 0.090463


0.090278	 0.684028	 0.124893	 0.124499
0.066176	 0.691176	 0.090887	 0.090463
0.067708	 0.661458	 0.098410	 0.098032
0.090278	 0.684028	 0.124893	 0.124499


0.090278	 0.684028	 0.124893	 0.124499
0.104167	 0.706597	 0.136702	 0.136042
0.066176	 0.691176	 0.090887	 0.090463
0.090278	 0.684028	 0.124893	 0.124499


0.064453	 0.720703	 0.082289	 0.082169
0.044643	 0.732143	 0.055528	 0.055374
0.042969	 0.699219	 0.058130	 0.057944
0.064453	 0.720703	 0.082289	 0.082169


0.137500	 0.812500	 0.123942	 0.123566
0.176471	 0.801471	 0.164114	 0.163337
0.171875	 0.828125	 0.141036	 0.140410
0.137500	 0.812500	 0.123942	 0.123566


0.096154	 0.805288	 0.091178	 0.090761
0.114583	 0.791667	 0.114268	 0.113919
0.120192	 0.826923	 0.101719	 0.101328
0.096154	 0.805288	 0.091178	 0.090761


0.154412	 0.779412	 0.158635	 0.158255
0.176471	 0.801471	 0.164114	 0.163337
0.137500	 0.812500	 0.123942	 0.123566
0.154412	 0.779412	 0.158635	 0.158255


0.114583	 0.791667	 0.114268	 0.113919
0.107422	 0.763672	 0.119198	 0.118925
0.130917	 0.771542	 0.140253	 0.139682
0.114583	 0.791667	 0.114268	 0.113919


0.120192	 0.826923	 0.101719	 0.101328
0.114583	 0.791667	 0.114268	 0.113919
0.137500	 0.812500	 0.123942	 0.123566
0.120192	 0.826923	 0.101719	 0.101328


0.096154	 0.805288	 0.091178	 0.090761
0.089286	 0.776786	 0.095083	 0.094885
0.114583	 0.791667	 0.114268	 0.113919
0.096154	 0.805288	 0.091178	 0.090761


0.145833	 0.751736	 0.165934	 0.165237
0.153125	 0.715625	 0.192498	 0.191542
0.187500	 0.732143	 0.221074	 0.220074
0.145833	 0.751736	 0.165934	 0.165237


0.058594	 0.882812	 0.034954	 0.034996
0.068182	 0.840909	 0.054291	 0.054119
0.090909	 0.860795	 0.063433	 0.063388
0.058594	 0.882812	 0.034954	 0.034996


0.064904	 0.783654	 0.067882	 0.067614
0.089286	 0.776786	 0.095083	 0.094885
0.096154	 0.805288	 0.091178	 0.090761
0.064904	 0.783654	 0.067882	 0.067614


0.045455	 0.795455	 0.045494	 0.045308
0.064904	 0.783654	 0.067882	 0.067614
